CODE	VN_NAME	EN_NAME	MARKET	INDUSTRY	IPO	IPO_SHARES	FTRD_DATE	FTRD_CLS	MINDATE	MINDATE_SHLI	MINDATE_SHOU	FTRD_SHLI	ENDDATE	IDT_CODE
VNF	Công ty Cô phần Vận Tải Ngoại Thương	Vinafreight International Freight Forwarders Jsc	HNX	Industrials	2010/12/01	5600000	2010/12/01	27100	2010/12/01	5600000		5600000	2099/12/31	IN
VNG	CTCP Du lịch Golf Việt Nam	Viet Nam Golf Tourism Jsc	HSX	Consumer Services	2009/11/30	13000000	2009/12/17	16000	2009/12/17	13000000		13000000	2099/12/31	CS
VNH	CTCP Thủy hải sản Việt Nhật	Viet Nhat Seafood Corporation	HSX	Consumer Goods	2010/04/02	8023071	2010/04/08	19200	2010/04/08	8023071		8023071	2099/12/31	CG
VNI	CTCP Đầu tư Bất động Sản Việt Nam	Viet Nam Land Investment Corporation	HSX	Financials	2009/09/03	10559996	2009/09/09	30000	2009/09/09	10559996		10559996	2099/12/31	FI
VNL	CTCP Giao nhận Vận tải và Thương mại	Vinalink International Freight Forwarders	HSX	Industrials	2009/08/10	8190000	2009/08/17	31200	2009/08/17	8190000		8190000	2099/12/31	IN
VNM	CTCP Sữa Việt Nam	Viet Nam Dairy Products Jsc	HSX	Consumer Goods	2005/12/28	159000000	2006/01/19	53000	2006/01/19	159000000		159000000	2099/12/31	CG
VNN	CTCP Đầu tư Vietnamnet	Vietnamnet Investement Joint Stock Company	HNX	Financials	2012/09/14	5726698	2012/12/03	14000	2012/12/03	5726698		5726698	2099/12/31	FI
VNR	Tổng CTCP Tái bảo Hiểm Quốc Gia Việt Nam	Vietnam National Reinsurance Corporation	HNX	Financials	2006/03/13	34300000	2006/03/13	37300	2006/03/13	34300000		34300000	2099/12/31	FI
VNS	CTCP Ánh Dương Việt Nam	Vietnam Sun Corporation	HSX	Industrials	2008/07/23	17000000	2008/07/29	48000	2008/07/29	17000000		17000000	2099/12/31	IN
VNT	CTCP Giao nhận Vận tải Ngoại thương	The Foreign Trade Forwarding And Transportation Jsc	HNX	Industrials	2009/08/14	5472000	2009/08/14	40500	2009/08/14	5472000		5472000	2099/12/31	IN
VNX	QC và Hội chợ Thương mại	Viet Nam National Trade Fair & Advertising Jsc	UPC	Consumer Services	2010/06/10	1050000	2010/06/10	0	2010/06/10	1050000		1050000	2099/12/31	CS
VOS	CTCP Vận tải Biển Việt Nam	Viet Nam Ocean Shipping Jsc 	HSX	Industrials	2010/08/30	140000000	2010/09/08	14400	2010/09/08	140000000		140000000	2099/12/31	IN
VPC	CTCP Đầu tư và Phát triển Năng lượng Việt Nam	V- Power Investment and Development	HNX	Industrials	2012/05/31	5625000	2012/06/18	3500	2009/10/07	5625000		5625000	2099/12/31	IN
VPC	CTCP Đầu tư và Phát triển Năng lượng Việt Nam	V- Power Investment and Development	UPC	Industrials		5625000	2009/10/07	9400				5625000	2012/06/12	IN
VPH	CTCP Vạn Phát Hưng	Van Phat Hung Corporation	HSX	Financials	2009/08/31	20083285	2009/09/09	36000	2009/09/09	20083285		20083285	2099/12/31	FI
VPK	CTCP Bao Bì Dầu Thực vật	Vegetable Oil Packing Jsc 	HSX	Industrials	2006/11/16	7600000	2006/12/21	27500	2006/12/21	7600000		7600000	2099/12/31	IN
VPL	CTCP Vinpearl	Vinpearl Jsc	HSX	Consumer Services	2008/01/31	100000000	2008/01/31	136000	2008/01/31	100000000		100000000	2099/12/31	CS
VQC	Giám định TKV	Vinacomin Quacontrol Jsc	UPC	Industrials	2010/02/26	1400000	2010/02/26	0	2010/02/26	1400000		1400000	2099/12/31	IN
VRC	CTCP Xây lắp và Địa ốc Vũng Tàu	Vung Tau Real Estate And Construction Jsc. 	HSX	Financials	2010/07/19	10116910	2010/07/26	43200	2010/07/26	10116910		10116910	2099/12/31	FI
VSC	CTCP Container Việt Nam	Vietnam Container Shipping Jsc	HSX	Industrials	2007/12/12	8037334	2008/01/09	124000	2008/01/09	8037334		8037334	2099/12/31	IN
VSG	CTCP Container Phía Nam	South Vietnam Container ShippingJsc	HSX	Industrials	2008/09/05	11044000	2008/09/18	20000	2008/09/18	11044000		11044000	2099/12/31	IN
VSH	CTCP Thủy Điện Vĩnh Sơn Sông Hinh	Vinh Son - Song Hinh Hydropower Jsc	HSX	Utilities	2005/07/07	125000000	2005/07/14	35500	2005/07/14	125000000		125000000	2099/12/31	UT
VSH	CTCP Thủy Điện Vĩnh Sơn Sông Hinh	Vinh Son - Song Hinh Hydropower Jsc	HNX	Utilities		124230000	2005/07/14	13000				124230000	2006/07/04	UT
VSI	CTCP Đầu tư và Xây dựng Cấp thoát Nước	Water Supply Sewwerage Contruction & Invesment	HSX	Industrials	2010/12/01	12000000	2010/12/24	24000	2010/12/24	12000000		12000000	2099/12/31	IN
VSP	CTCP Vận tải biển và Bất động sản Việt Hải	Viet Hai Shipping and Real Properties Corporation	HNX	Industrials	2006/12/25	4000000	2006/12/25	164900	2006/12/25	4000000		4000000	2012/05/31	IN
VSP	CTCP Vận tải Biển và Bất động sản Việt Hải	Viet Hai Shipping and Real Properties Corporation	UPC	Industrials	2012/06/06	38084489	2012/07/06	1900	2006/12/25	4000000		38084489	2099/12/31	IN
VST	CTCP Vận tải và Thuê tàu biển Việt Nam	Vietnam Sea Transport And Chartering Jsc.	HSX	Industrials	2009/02/20	40000000	2009/02/26	19200	2009/02/26	40000000		40000000	2099/12/31	IN
VT1	Vật tư Bến Thành	Ben Thanh Material Jsc	UPC	Consumer Services	2010/04/15	2000000	2010/04/15	23000	2010/04/15	2000000		2000000	2099/12/31	CS
VTA	CTCP Vitaly	Vitaly Jsc	HNX	Industrials	2009/08/06	4000000	2009/08/06	9300	2006/12/29	4000000		6000000	2011/05/31	IN
VTA	CTCP Vitaly	Vitaly Jsc	HSX	Industrials	2006/12/29	4000000	2006/12/29	22000	2006/12/29	4000000		4000000	2009/07/23	IN
VTA	CTCP Vitaly	Vitaly Joint Stock Company	UPC	Industrials	2006/12/29	6000000	2011/11/31	2500	2006/12/29	4000000		6000000	2099/12/31	IN
VTB	CTCP Viettronics Tân Bình	Viettronics Tan Binh Jsc	HSX	Industrials	2006/12/08	7000000	2006/12/27	47000	2006/12/27	7000000		7000000	2099/12/31	IN
VTC	CTCP Viễn thông VTC	Vtc Telecommunications Jsc	HNX	Technology	2003/01/24	4050085	2003/02/12	12100	2007/10/09	2608187		4050085	2099/12/31	TE
VTC	CTCP Viễn thông VTC	Vtc Telecommunications Jsc	HSX	Technology		1794434	2003/02/12	21000				1794434	2009/05/29	TE
VTF	CTCP Thức ăn Chăn nuôi Việt Thắng	Viet Thang Feed Jsc	HSX	Consumer Goods	2010/07/09	18025509	2010/09/24	18100	2010/09/24	18025509		18025509	2099/12/31	CG
VTI	Sản xuất - XNK Dệt may	Textitle - Garment Import Export & Production Jsc	UPC	Consumer Goods	2010/12/17	3500000	2010/12/17	18000	2010/12/17	3500000		3500000	2099/12/31	CG
VTL	CTCP Vang Thăng Long	Thang Long Wine Jsc	HNX	Consumer Goods	2005/07/14	1800000	2005/07/14	18100	2005/07/14	1800000		1800000	2099/12/31	CG
VTO	CTCP Vận tải Xăng dầu Vitaco	Viet Nam Tanker Jsc	HSX	Industrials	2007/10/01	40000000	2007/10/09	90000	2008/09/17	60000000		40000000	2099/12/31	IN
VTS	CTCP Viglacera Từ Sơn	Viglacera Tuson Jsc	HNX	Industrials	2006/09/20	1000000	2006/09/20	25200	2006/09/20	1000000		1000000	2099/12/31	IN
VTV	CTCP VICEM Vật tư Vận tải Xi măng	Cement Materials And Transportation Jsc	HNX	Industrials	2006/12/18	2500000	2006/12/18	15200	2006/12/18	2500000		2500000	2099/12/31	IN
VXB	Công ty CP Vật liệu Xây dựng Bến Tre	Ben Tre Building Material Jsc	HNX	Industrials	2010/06/22	4049006	2010/06/22	29500	2010/06/22	4049006		4049006	2099/12/31	IN
WCS	CTCP bến xe Miền Tây	West Coach Station Jsc	HNX	Industrials	2010/09/17	2500000	2010/09/17	34000	2010/09/17	2500000		2500000	2099/12/31	IN
WSB	Bia Sài Gòn - Miền Tây	Saigon Beer Western Jsc	UPC	Consumer Goods	2010/08/10	14500000	2010/08/10	17000	2010/08/10	14500000		14500000	2099/12/31	CG
WSS	CTCP Chứng khoán Phố Wall	Wall Street Securities Company	HNX	Financials	2009/12/15	10800000	2009/12/15	19900	2009/12/15	10800000		10800000	2099/12/31	FI
WTC	Vận tải thủy TKV	Vinacomin - Waterway Transport Jsc	UPC	Industrials	2010/07/15	10000000	2010/07/15	50000	2010/07/15	10000000		10000000	2099/12/31	IN
XMC	CTCP Bê tông và Xây dựng Vinaconex Xuân Mai	Vinaconex Xuan Mai Concrete & Construction Jsc	HNX	Industrials	2007/12/20	10000000	2007/12/20	55000	2007/12/20	10000000		10000000	2099/12/31	IN
YBC	CTCP Xi măng và Khoáng sản Yên Bái	Yen Bai Cement And Mineral Jsc	HNX	Industrials	2008/05/20	2210880	2008/05/20	18000	2008/05/20	2210880		2210880	2099/12/31	IN
YSC	CTCP Hapaco Yên Sơn	Yenson Jsc	HNX	Basic Materials	2006/12/29	730000	2006/12/29	52800	2006/12/29	730000		730000	2099/12/31	BM
SHA	Công ty Cổ phần Sơn Hà Sài Gòn	Sonha Saigon Joint Stock Company	HNX	Basic Materials	2013/01/21	8000000	2013/01/21	13900				8000000	2099/12/31	BM
BHP	Công Ty Cổ Phần Bia Hà Nội - Hải Phòng	Ha Noi - Hai Phong Beer Joint Stock Company	UPC	Consumer Goods	2013/01/21	9179290	2013/01/21	17500				9179290	2099/12/31	CG
TTZ	CTCP Đầu tư Xây dưng và Công nghệ Tiến Trung	Tien Trung Joint Stock Company	HNX	Industrials	2013/01/29	3500000	2013/01/29	10000				3500000	2099/12/31	IN
NLG	CTCP Đầu tư Nam Long	Nam Long Investment Corporation	HSX	Financials	2013/01/25	95513523	2013/04/08	21600					2099/12/31	FI
DHP	Công ty Cổ phần Điện Cơ Hải Phòng	Hai Phong Electric Corporation	HNX	Industrials	2013/03/21	9492200	2013/03/21	12000					2099/12/31	IN
HLD	Công ty Cổ phần Đầu tư và Phát triển Bất động sản HUDLAND	HUDLAND Real Estate Investment and Development Joint	HNX	Financials	2013/03/26	10000000	2013/03/26	24700					2099/12/31	FI
DTC	CTCP Viglacera Đông Triều	Viglacera Dong Trieu Jsc	UPC	Industrials	2013/04/10	4000000	2013/04/10	2700					2099/12/31	IN
